MODEL,PRICE,KM,MFG YEAR,VEHICLE COLOR,FUEL TYPE,VEHICLE TYPE
ECOSPORT 1.5 PETROL TITANIUM PLUS AT,1040000,76000,2016,RACE RED,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS AT,1247000,52000,2019,CANYON- RIDGE,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS AT,1312000,45000,2020,SMOKE GREY,PETROL,MANUAL
ENDEAVOUR TITANIUM 4X2 AT,3637000,53000,2018,DIFFUSED SILVER,DIESEL,AMT
ENDEAVOUR TITANIUM 4X2 AT,3517000,74000,2016,DIAMOND WHITE,DIESEL,AMT
ENDEAVOUR TITANIUM 4X2 AT,3722000,28000,2020,ABSOLUTE BLACK,DIESEL,AMT
ENDEAVOUR TITANIUM PLUS 4X2 AT,3730000,83000,2015,DIFFUSED SILVER,DIESEL,AMT
ENDEAVOUR TITANIUM PLUS 4X2 AT,3877000,58000,2018,DIAMOND WHITE,DIESEL,AMT
ENDEAVOUR TITANIUM PLUS 4X2 AT,3848000,75000,2016,ABSOLUTE BLACK,DIESEL,AMT
ENDEAVOUR TITANIUM PLUS 4X4 AT,4074000,49000,2020,DIFFUSED SILVER,DIESEL,AMT
ENDEAVOUR TITANIUM PLUS 4X4 AT,3920000,70000,2017,DIAMOND WHITE,DIESEL,AMT
ENDEAVOUR TITANIUM PLUS 4X4 AT,4045000,53000,2019,ABSOLUTE BLACK,DIESEL,AMT
ENDEAVOUR SPORT EDITION,4275000,48000,2020,DIFFUSED SILVER,DIESEL,AMT
ENDEAVOUR SPORT EDITION,4047000,72000,2017,DIAMOND WHITE,DIESEL,AMT
ENDEAVOUR SPORT EDITION,4238000,52000,2019,ABSOLUTE BLACK,DIESEL,AMT
FIGO AMBIENTE,4253000,72000,2017,MOONDUST SILVER,PETROL,MANUAL
FIGO AMBIENTE,4127000,77000,2016,RUBY RED,PETROL,MANUAL
FIGO AMBIENTE,4277000,66000,2018,WHITE GOLD,PETROL,MANUAL
FIGO AMBIENTE,4367000,33000,2020,OXFORD WHITE,PETROL,MANUAL
FIGO AMBIENTE,4328000,54000,2019,SMOKE GREY,PETROL,MANUAL
FIGO TITANIUM,368000,74000,2017,MOONDUST SILVER,PETROL,MANUAL
FIGO TITANIUM,458000,68000,2018,RUBY RED,PETROL,MANUAL
FIGO TITANIUM,580000,50000,2020,WHITE GOLD,PETROL,MANUAL
FIGO TITANIUM,564000,53000,2019,OXFORD WHITE,PETROL,MANUAL
FIGO TITANIUM,320000,82000,2015,SMOKE GREY,PETROL,MANUAL
FIGO TITANIUM BLU,744000,47000,2020,MOONDUST SILVER,PETROL,MANUAL
FIGO TITANIUM BLU,427000,80000,2015,RUBY RED,PETROL,MANUAL
FIGO TITANIUM BLU,478000,70000,2017,WHITE GOLD,PETROL,MANUAL
FIGO TITANIUM BLU,687000,52000,2019,OXFORD WHITE,PETROL,MANUAL
FIGO TITANIUM BLU,614000,57000,2018,SMOKE GREY,PETROL,MANUAL
FIGO TITANIUM DIESEL,457000,75000,2016,MOONDUST SILVER,DIESEL,MANUAL
FIGO TITANIUM DIESEL,757000,48000,2020,RUBY RED,DIESEL,MANUAL
FIGO TITANIUM DIESEL,514000,69000,2017,WHITE GOLD,DIESEL,MANUAL
FIGO TITANIUM DIESEL,716000,53000,2019,OXFORD WHITE,DIESEL,MANUAL
FIGO TITANIUM DIESEL,857000,47000,2020,SMOKE GREY,DIESEL,MANUAL
FIGO TITANIUM BLU DIESEL,857000,47000,2020,MOONDUST SILVER,DIESEL,MANUAL
FIGO TITANIUM BLU DIESEL,827000,59000,2019,RUBY RED,DIESEL,MANUAL
FIGO TITANIUM BLU DIESEL,728000,74000,2017,WHITE GOLD,DIESEL,MANUAL
FIGO TITANIUM BLU DIESEL,677000,79000,2016,OXFORD WHITE,DIESEL,MANUAL
FIGO TITANIUM BLU DIESEL,778000,67000,2018,SMOKE GREY,DIESEL,MANUAL
FREESTYLE AMBIENTE,344000,49000,2020,MOONDUST SILVER,PETROL,MANUAL
FREESTYLE AMBIENTE,577000,66000,2018,RUBY RED,PETROL,MANUAL
FREESTYLE AMBIENTE,517000,73000,2017,WHITE GOLD,PETROL,MANUAL
FREESTYLE AMBIENTE,627000,54000,2019,OXFORD WHITE,PETROL,MANUAL
FREESTYLE AMBIENTE,377000,77000,2016,CANYON- RIDGE,PETROL,MANUAL
FREESTYLE AMBIENTE,347000,86000,2015,SMOKE GREY,PETROL,MANUAL
FREESTYLE TITANIUM,622000,65000,2018,MOONDUST SILVER,PETROL,MANUAL
FREESTYLE TITANIUM,746000,44000,2020,RUBY RED,PETROL,MANUAL
FREESTYLE TITANIUM,477000,78000,2016,WHITE GOLD,PETROL,MANUAL
FREESTYLE TITANIUM,426000,80000,2015,OXFORD WHITE,PETROL,MANUAL
FREESTYLE TITANIUM,537000,76000,2017,CANYON- RIDGE,PETROL,MANUAL
FREESTYLE TITANIUM,735000,55000,2019,SMOKE GREY,PETROL,MANUAL
FREESTYLE TITANIUM PLUS,767000,48000,2020,MOONDUST SILVER,PETROL,MANUAL
FREESTYLE TITANIUM PLUS,466000,73000,2016,RUBY RED,PETROL,MANUAL
FREESTYLE TITANIUM PLUS,687000,53000,2019,WHITE GOLD,PETROL,MANUAL
FREESTYLE TITANIUM PLUS,527000,70000,2017,OXFORD WHITE,PETROL,MANUAL
FREESTYLE TITANIUM PLUS,644000,62000,2018,CANYON- RIDGE,PETROL,MANUAL
FREESTYLE TITANIUM PLUS,426000,84000,2015,SMOKE GREY,PETROL,MANUAL
FREESTYLE FLAIR EDITION,776000,45000,2020,MOONDUST SILVER,PETROL,MANUAL
FREESTYLE FLAIR EDITION,476000,75000,2016,RUBY RED,PETROL,MANUAL
FREESTYLE FLAIR EDITION,546000,72000,2017,WHITE GOLD,PETROL,MANUAL
FREESTYLE FLAIR EDITION,717000,54000,2019,OXFORD WHITE,PETROL,MANUAL
FREESTYLE FLAIR EDITION,624000,69000,2018,CANYON- RIDGE,PETROL,MANUAL
FREESTYLE FLAIR EDITION,454000,86000,2015,SMOKE GREY,PETROL,MANUAL
FREESTYLE TITANIUM DIESEL,875000,42000,2020,MOONDUST SILVER,DIESEL,MANUAL
FREESTYLE TITANIUM DIESEL,526000,82000,2015,RUBY RED,DIESEL,MANUAL
FREESTYLE TITANIUM DIESEL,649000,69000,2017,WHITE GOLD,DIESEL,MANUAL
FREESTYLE TITANIUM DIESEL,577000,73000,2016,OXFORD WHITE,DIESEL,MANUAL
FREESTYLE TITANIUM DIESEL,816000,54000,2019,CANYON- RIDGE,DIESEL,MANUAL
FREESTYLE TITANIUM DIESEL,767000,62000,2018,SMOKE GREY,DIESEL,MANUAL
FREESTYLE TITANIUM PLUS DIESEL,876000,47000,2020,MOONDUST SILVER,DIESEL,MANUAL
FREESTYLE TITANIUM PLUS DIESEL,535000,81000,2015,RUBY RED,DIESEL,MANUAL
FREESTYLE TITANIUM PLUS DIESEL,587000,79000,2016,WHITE GOLD,DIESEL,MANUAL
FREESTYLE TITANIUM PLUS DIESEL,837000,52000,2019,OXFORD WHITE,DIESEL,MANUAL
FREESTYLE TITANIUM PLUS DIESEL,657000,68000,2017,CANYON- RIDGE,DIESEL,MANUAL
FREESTYLE TITANIUM PLUS DIESEL,778000,57000,2018,SMOKE GREY,DIESEL,MANUAL
FREESTYLE FLAIR EDITION DIESEL,937000,46000,2020,MOONDUST SILVER,DIESEL,MANUAL
FREESTYLE FLAIR EDITION DIESEL,857000,53000,2019,RUBY RED,DIESEL,MANUAL
FREESTYLE FLAIR EDITION DIESEL,577000,82000,2015,WHITE GOLD,DIESEL,MANUAL
FREESTYLE FLAIR EDITION DIESEL,615000,78000,2016,OXFORD WHITE,DIESEL,MANUAL
FREESTYLE FLAIR EDITION DIESEL,747000,63000,2018,CANYON- RIDGE,DIESEL,MANUAL
FREESTYLE FLAIR EDITION DIESEL,677000,69000,2017,SMOKE GREY,DIESEL,MANUAL
FIGO ASPIRE AMBIENTE,650000,39000,2020,MOONDUST SILVER,PETROL,MANUAL
FIGO ASPIRE AMBIENTE,378000,84000,2015,RUBY RED,PETROL,MANUAL
FIGO ASPIRE AMBIENTE,638000,52000,2019,WHITE GOLD,PETROL,MANUAL
FIGO ASPIRE AMBIENTE,417000,75000,2016,OXFORD WHITE,PETROL,MANUAL
FIGO ASPIRE AMBIENTE,478000,70000,2017,SMOKE GREY,PETROL,MANUAL
FIGO ASPIRE TITANIUM,637000,65000,2018,MOONDUST SILVER,PETROL,MANUAL
FIGO ASPIRE TITANIUM,774000,49000,2020,RUBY RED,PETROL,MANUAL
FIGO ASPIRE TITANIUM,745000,57000,2019,WHITE GOLD,PETROL,MANUAL
FIGO ASPIRE TITANIUM,527000,75000,2017,OXFORD WHITE,PETROL,MANUAL
FIGO ASPIRE TITANIUM,460000,80000,2016,SMOKE GREY,PETROL,MANUAL
FIGO ASPIRE TITANIUM PLUS,727000,54000,2019,MOONDUST SILVER,PETROL,MANUAL
FIGO ASPIRE TITANIUM PLUS,637000,63000,2018,RUBY RED,PETROL,MANUAL
FIGO ASPIRE TITANIUM PLUS,887000,49000,2020,WHITE GOLD,PETROL,MANUAL
FIGO ASPIRE TITANIUM PLUS,527000,70000,2017,OXFORD WHITE,PETROL,MANUAL
FIGO ASPIRE TITANIUM PLUS,477000,79000,2016,SMOKE GREY,PETROL,MANUAL
FIGO ASPIRE TITANIUM DIESEL,867000,40000,2020,MOONDUST SILVER,DIESEL,MANUAL
FIGO ASPIRE TITANIUM DIESEL,837000,53000,2019,RUBY RED,DIESEL,MANUAL
FIGO ASPIRE TITANIUM DIESEL,627000,74000,2016,WHITE GOLD,DIESEL,MANUAL
FIGO ASPIRE TITANIUM DIESEL,747000,68000,2017,OXFORD WHITE,DIESEL,MANUAL
FIGO ASPIRE TITANIUM DIESEL,815000,62000,2018,SMOKE GREY,DIESEL,MANUAL
FIGO ASPIRE TITANIUM PLUS DIESEL,926000,78000,2020,MOONDUST SILVER,DIESEL,MANUAL
FIGO ASPIRE TITANIUM PLUS DIESEL,617000,79000,2016,RUBY RED,DIESEL,MANUAL
FIGO ASPIRE TITANIUM PLUS DIESEL,677000,69000,2017,WHITE GOLD,DIESEL,MANUAL
FIGO ASPIRE TITANIUM PLUS DIESEL,877000,55000,2019,OXFORD WHITE,DIESEL,MANUAL
FIGO ASPIRE TITANIUM PLUS DIESEL,747000,62000,2018,SMOKE GREY,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL AMBIENTE,732000,67000,2018,DIAMOND WHITE,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL AMBIENTE,582000,71000,2016,LIGHTNING BLUE,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL AMBIENTE,832000,53000,2019,MOONLIGHT SILVER,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL AMBIENTE,952000,34000,2020,ABSOLUTE BLACK,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL AMBIENTE,622000,73000,2017,RACE RED,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL AMBIENTE,923000,47000,2020,CANYON- RIDGE,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL AMBIENTE,527000,84000,2015,SMOKE GREY,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TREND ,672000,70000,2016,DIAMOND WHITE,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TREND ,1062000,27000,2020,LIGHTNING BLUE,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TREND ,853000,50000,2019,MOONLIGHT SILVER,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TREND ,789000,58000,2018,ABSOLUTE BLACK,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TREND ,927000,54000,2019,RACE RED,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TREND ,742000,78000,2017,CANYON- RIDGE,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TREND ,650000,80000,2015,SMOKE GREY,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM,770000,67000,2017,DIAMOND WHITE,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM,722000,70000,2016,LIGHTNING BLUE,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM,849000,55000,2018,MOONLIGHT SILVER,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM,950000,55000,2019,ABSOLUTE BLACK,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM,680000,75000,2015,RACE RED,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM,922000,70000,2019,CANYON- RIDGE,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM,1090000,34000,2020,SMOKE GREY,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM PLUS,880000,74000,2015,DIAMOND WHITE,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM PLUS,961000,61000,2017,LIGHTNING BLUE,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM PLUS,932000,70000,2016,MOONLIGHT SILVER,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM PLUS,1232000,51000,2020,ABSOLUTE BLACK,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM PLUS,1050000,60000,2018,RACE RED,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM PLUS,1129000,57000,2019,CANYON- RIDGE,DIESEL,MANUAL
ECOSPORT 1.5 DIESEL TITANIUM PLUS,1277000,44000,2020,SMOKE GREY,DIESEL,MANUAL
ECOSPORT THUNDER EDITION DIESEL,1280000,37000,2020,DIAMOND WHITE,DIESEL,MANUAL
ECOSPORT THUNDER EDITION DIESEL,1250000,53000,2019,LIGHTNING BLUE,DIESEL,MANUAL
ECOSPORT THUNDER EDITION DIESEL,1060000,59000,2018,MOONLIGHT SILVER,DIESEL,MANUAL
ECOSPORT THUNDER EDITION DIESEL,1180000,58000,2019,ABSOLUTE BLACK,DIESEL,MANUAL
ECOSPORT THUNDER EDITION DIESEL,950000,71000,2016,RACE RED,DIESEL,MANUAL
ECOSPORT THUNDER EDITION DIESEL,980000,67000,2017,CANYON- RIDGE,DIESEL,MANUAL
ECOSPORT THUNDER EDITION DIESEL,889000,80000,2015,SMOKE GREY,DIESEL,MANUAL
ECOSPORT SPORTS DIESEL,1080000,67000,2018,DIAMOND WHITE,DIESEL,MANUAL
ECOSPORT SPORTS DIESEL,1280000,56000,2019,LIGHTNING BLUE,DIESEL,MANUAL
ECOSPORT SPORTS DIESEL,1329000,44000,2020,MOONLIGHT SILVER,DIESEL,MANUAL
ECOSPORT SPORTS DIESEL,1060000,76000,2017,ABSOLUTE BLACK,DIESEL,MANUAL
ECOSPORT SPORTS DIESEL,1070000,71000,2017,RACE RED,DIESEL,MANUAL
ECOSPORT SPORTS DIESEL,980000,79000,2015,CANYON- RIDGE,DIESEL,MANUAL
ECOSPORT SPORTS DIESEL,1039000,74000,2016,SMOKE GREY,DIESEL,MANUAL
ECOSPORT 1.5 PETROL AMBIENTE,790000,54000,2019,DIAMOND WHITE,PETROL,MANUAL
ECOSPORT 1.5 PETROL AMBIENTE,760000,55000,2018,LIGHTNING BLUE,PETROL,MANUAL
ECOSPORT 1.5 PETROL AMBIENTE,739000,71000,2017,MOONLIGHT SILVER,PETROL,MANUAL
ECOSPORT 1.5 PETROL AMBIENTE,750000,58000,2018,ABSOLUTE BLACK,PETROL,MANUAL
ECOSPORT 1.5 PETROL AMBIENTE,899000,31000,2020,RACE RED,PETROL,MANUAL
ECOSPORT 1.5 PETROL AMBIENTE,649000,80000,2016,CANYON- RIDGE,PETROL,MANUAL
ECOSPORT 1.5 PETROL AMBIENTE,585000,83000,2015,SMOKE GREY,PETROL,MANUAL
ECOSPORT 1.5 PETROL TREND,622000,81000,2015,DIAMOND WHITE,PETROL,MANUAL
ECOSPORT 1.5 PETROL TREND,739000,71000,2017,LIGHTNING BLUE,PETROL,MANUAL
ECOSPORT 1.5 PETROL TREND,629000,77000,2016,MOONLIGHT SILVER,PETROL,MANUAL
ECOSPORT 1.5 PETROL TREND,789000,66000,2018,ABSOLUTE BLACK,PETROL,MANUAL
ECOSPORT 1.5 PETROL TREND,960000,50000,2020,RACE RED,PETROL,MANUAL
ECOSPORT 1.5 PETROL TREND,980000,45000,2020,CANYON- RIDGE,PETROL,MANUAL
ECOSPORT 1.5 PETROL TREND,930000,56000,2019,SMOKE GREY,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM ,1038000,55000,2019,DIAMOND WHITE,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM ,790000,73000,2015,LIGHTNING BLUE,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM ,1079000,26000,2020,MOONLIGHT SILVER,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM ,768000,83000,2015,ABSOLUTE BLACK,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM ,929000,63000,2018,RACE RED,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM ,879000,76000,2017,CANYON- RIDGE,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM ,816000,78000,2016,SMOKE GREY,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM AT,952000,85000,2015,DIAMOND WHITE,PETROL,AMT
ECOSPORT 1.5 PETROL TITANIUM AT,979000,81000,2016,LIGHTNING BLUE,PETROL,AMT
ECOSPORT 1.5 PETROL TITANIUM AT,1219000,31000,2020,MOONLIGHT SILVER,PETROL,AMT
ECOSPORT 1.5 PETROL TITANIUM AT,1129000,63000,2018,ABSOLUTE BLACK,PETROL,AMT
ECOSPORT 1.5 PETROL TITANIUM AT,1080000,70000,2018,RACE RED,PETROL,AMT
ECOSPORT 1.5 PETROL TITANIUM AT,1180000,54000,2019,CANYON- RIDGE,PETROL,AMT
ECOSPORT 1.5 PETROL TITANIUM AT,1024000,75000,2017,SMOKE GREY,PETROL,AMT
ECOSPORT 1.5 PETROL TITANIUM PLUS,1129000,62000,2018,DIAMOND WHITE,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS,1239000,60000,2020,LIGHTNING BLUE,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS,1244000,38000,2020,MOONLIGHT SILVER,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS,984000,80000,2016,ABSOLUTE BLACK,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS,1184000,53000,2019,RACE RED,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS,954000,81000,2015,CANYON- RIDGE,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS,1024000,75000,2017,SMOKE GREY,PETROL,MANUAL
ECOSPORT SPORTS PETROL,1139000,62000,2018,DIAMOND WHITE,PETROL,MANUAL
ECOSPORT SPORTS PETROL,1062000,65000,2017,LIGHTNING BLUE,PETROL,MANUAL
ECOSPORT SPORTS PETROL,1279000,41000,2020,MOONLIGHT SILVER,PETROL,MANUAL
ECOSPORT SPORTS PETROL,1152000,59000,2018,ABSOLUTE BLACK,PETROL,MANUAL
ECOSPORT SPORTS PETROL,1242000,55000,2019,RACE RED,PETROL,MANUAL
ECOSPORT SPORTS PETROL,1016000,71000,2016,CANYON- RIDGE,PETROL,MANUAL
ECOSPORT SPORTS PETROL,979000,80000,2015,SMOKE GREY,PETROL,MANUAL
ECOSPORT THUNDER EDITION PETROL,1214000,53000,2019,DIAMOND WHITE,PETROL,MANUAL
ECOSPORT THUNDER EDITION PETROL,984000,81000,2015,LIGHTNING BLUE,PETROL,MANUAL
ECOSPORT THUNDER EDITION PETROL,1019000,70000,2016,MOONLIGHT SILVER,PETROL,MANUAL
ECOSPORT THUNDER EDITION PETROL,1079000,71000,2017,ABSOLUTE BLACK,PETROL,MANUAL
ECOSPORT THUNDER EDITION PETROL,1249000,29000,2020,RACE RED,PETROL,MANUAL
ECOSPORT THUNDER EDITION PETROL,1159000,61000,2018,CANYON- RIDGE,PETROL,MANUAL
ECOSPORT THUNDER EDITION PETROL,1084000,67000,2017,SMOKE GREY,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS AT,1129000,71000,2017,DIAMOND WHITE,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS AT,1179000,63000,2018,LIGHTNING BLUE,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS AT,989000,83000,2015,MOONLIGHT SILVER,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS AT,1029000,81000,2016,ABSOLUTE BLACK,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS AT,1042000,77000,2016,RACE RED,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS AT,1249000,53000,2019,CANYON- RIDGE,PETROL,MANUAL
ECOSPORT 1.5 PETROL TITANIUM PLUS AT,1314000,46000,2020,SMOKE GREY,PETROL,MANUAL
ENDEAVOUR TITANIUM 4X2 AT,3724000,29000,2020,DIFFUSED SILVER,DIESEL,AMT
ENDEAVOUR TITANIUM 4X2 AT,3519000,75000,2016,DIAMOND WHITE,DIESEL,AMT
ENDEAVOUR TITANIUM 4X2 AT,3639000,54000,2018,ABSOLUTE BLACK,DIESEL,AMT
ENDEAVOUR TITANIUM PLUS 4X2 AT,3879000,59000,2018,DIFFUSED SILVER,DIESEL,AMT
ENDEAVOUR TITANIUM PLUS 4X2 AT,3732000,84000,2015,DIAMOND WHITE,DIESEL,AMT
ENDEAVOUR TITANIUM PLUS 4X2 AT,3850000,76000,2016,ABSOLUTE BLACK,DIESEL,AMT
ENDEAVOUR TITANIUM PLUS 4X4 AT,4076000,50000,2020,DIFFUSED SILVER,DIESEL,AMT
ENDEAVOUR TITANIUM PLUS 4X4 AT,3922000,71000,2017,DIAMOND WHITE,DIESEL,AMT
ENDEAVOUR TITANIUM PLUS 4X4 AT,4047000,54000,2019,ABSOLUTE BLACK,DIESEL,AMT
ENDEAVOUR SPORT EDITION,4049000,73000,2017,DIFFUSED SILVER,DIESEL,AMT
ENDEAVOUR SPORT EDITION,4277000,49000,2020,DIAMOND WHITE,DIESEL,AMT
ENDEAVOUR SPORT EDITION,4240000,53000,2019,ABSOLUTE BLACK,DIESEL,AMT
FIGO AMBIENTE,4279000,67000,2018,MOONDUST SILVER,PETROL,MANUAL
FIGO AMBIENTE,4129000,78000,2016,RUBY RED,PETROL,MANUAL
FIGO AMBIENTE,4255000,73000,2017,WHITE GOLD,PETROL,MANUAL
FIGO AMBIENTE,4369000,34000,2020,OXFORD WHITE,PETROL,MANUAL
FIGO AMBIENTE,4330000,55000,2019,SMOKE GREY,PETROL,MANUAL
FIGO TITANIUM,566000,54000,2019,MOONDUST SILVER,PETROL,MANUAL
FIGO TITANIUM,582000,51000,2020,RUBY RED,PETROL,MANUAL
FIGO TITANIUM,460000,69000,2018,WHITE GOLD,PETROL,MANUAL
FIGO TITANIUM,370000,75000,2017,OXFORD WHITE,PETROL,MANUAL
FIGO TITANIUM,322000,83000,2015,SMOKE GREY,PETROL,MANUAL
FIGO TITANIUM BLU,480000,71000,2017,MOONDUST SILVER,PETROL,MANUAL
FIGO TITANIUM BLU,429000,81000,2015,RUBY RED,PETROL,MANUAL
FIGO TITANIUM BLU,746000,48000,2020,WHITE GOLD,PETROL,MANUAL
FIGO TITANIUM BLU,689000,53000,2019,OXFORD WHITE,PETROL,MANUAL
FIGO TITANIUM BLU,616000,58000,2018,SMOKE GREY,PETROL,MANUAL
FIGO TITANIUM DIESEL,516000,70000,2017,MOONDUST SILVER,DIESEL,MANUAL
FIGO TITANIUM DIESEL,759000,50000,2020,RUBY RED,DIESEL,MANUAL
FIGO TITANIUM DIESEL,459000,76000,2016,WHITE GOLD,DIESEL,MANUAL
FIGO TITANIUM DIESEL,718000,54000,2019,OXFORD WHITE,DIESEL,MANUAL
FIGO TITANIUM DIESEL,859000,48000,2020,SMOKE GREY,DIESEL,MANUAL
FIGO TITANIUM BLU DIESEL,679000,80000,2016,MOONDUST SILVER,DIESEL,MANUAL
FIGO TITANIUM BLU DIESEL,730000,75000,2017,RUBY RED,DIESEL,MANUAL
FIGO TITANIUM BLU DIESEL,830000,60000,2019,WHITE GOLD,DIESEL,MANUAL
FIGO TITANIUM BLU DIESEL,859000,48000,2020,OXFORD WHITE,DIESEL,MANUAL
FIGO TITANIUM BLU DIESEL,780000,68000,2018,SMOKE GREY,DIESEL,MANUAL
FREESTYLE AMBIENTE,629000,55000,2019,MOONDUST SILVER,PETROL,MANUAL
FREESTYLE AMBIENTE,519000,74000,2017,RUBY RED,PETROL,MANUAL
FREESTYLE AMBIENTE,579000,67000,2018,WHITE GOLD,PETROL,MANUAL
FREESTYLE AMBIENTE,346000,50000,2020,OXFORD WHITE,PETROL,MANUAL
FREESTYLE AMBIENTE,379000,78000,2016,CANYON- RIDGE,PETROL,MANUAL
FREESTYLE AMBIENTE,349000,87000,2015,SMOKE GREY,PETROL,MANUAL
FREESTYLE TITANIUM,479000,79000,2016,MOONDUST SILVER,PETROL,MANUAL
FREESTYLE TITANIUM,748000,45000,2020,RUBY RED,PETROL,MANUAL
FREESTYLE TITANIUM,624000,66000,2018,WHITE GOLD,PETROL,MANUAL
FREESTYLE TITANIUM,428000,81000,2015,OXFORD WHITE,PETROL,MANUAL
FREESTYLE TITANIUM,539000,77000,2017,CANYON- RIDGE,PETROL,MANUAL
FREESTYLE TITANIUM,737000,56000,2018,SMOKE GREY,PETROL,MANUAL
FREESTYLE TITANIUM PLUS,769000,49000,2020,MOONDUST SILVER,PETROL,MANUAL
FREESTYLE TITANIUM PLUS,529000,71000,2017,RUBY RED,PETROL,MANUAL
FREESTYLE TITANIUM PLUS,689000,54000,2019,WHITE GOLD,PETROL,MANUAL
FREESTYLE TITANIUM PLUS,468000,74000,2016,OXFORD WHITE,PETROL,MANUAL
FREESTYLE TITANIUM PLUS,646000,63000,2018,CANYON- RIDGE,PETROL,MANUAL
FREESTYLE TITANIUM PLUS,428000,65000,2015,SMOKE GREY,PETROL,MANUAL
FREESTYLE FLAIR EDITION,719000,55000,2019,MOONDUST SILVER,PETROL,MANUAL
FREESTYLE FLAIR EDITION,548000,73000,2017,RUBY RED,PETROL,MANUAL
FREESTYLE FLAIR EDITION,478000,76000,2016,WHITE GOLD,PETROL,MANUAL
FREESTYLE FLAIR EDITION,778000,46000,2020,OXFORD WHITE,PETROL,MANUAL
FREESTYLE FLAIR EDITION,626000,70000,2018,CANYON- RIDGE,PETROL,MANUAL
FREESTYLE FLAIR EDITION,456000,87000,2015,SMOKE GREY,PETROL,MANUAL
FREESTYLE TITANIUM DIESEL,652000,70000,2017,MOONDUST SILVER,DIESEL,MANUAL
FREESTYLE TITANIUM DIESEL,528000,83000,2015,RUBY RED,DIESEL,MANUAL
FREESTYLE TITANIUM DIESEL,877000,43000,2020,WHITE GOLD,DIESEL,MANUAL
FREESTYLE TITANIUM DIESEL,651000,70000,2017,OXFORD WHITE,DIESEL,MANUAL
FREESTYLE TITANIUM DIESEL,579000,74000,2016,CANYON- RIDGE,DIESEL,MANUAL
FREESTYLE TITANIUM DIESEL,818000,55000,2019,SMOKE GREY,DIESEL,MANUAL
FREESTYLE TITANIUM PLUS DIESEL,839000,53000,2019,MOONDUST SILVER,DIESEL,MANUAL
FREESTYLE TITANIUM PLUS DIESEL,589000,80000,2016,RUBY RED,DIESEL,MANUAL
FREESTYLE TITANIUM PLUS DIESEL,537000,82000,2015,WHITE GOLD,DIESEL,MANUAL
